COG Customer Item Number,TEC Item Number,Item Descripton,Supplier Code,Subcategory,Price
364000,1TPRI0400,FAULT INDICATOR UG TEST POINT 25KV 200A,SCH08,3FAULTIND  ,0
360037,7652-S-4-1/0-GUS,TERMINATOR COLD SHRINK 15/25KV 1/0 CONNECTOR W/ BRKT & RISER BOOT,3M002,3TERMINATO ,0
362160,350 CU STR THHN 500FT,350 MCM CU 37STR THHN 600V BLACK 500FT NRR,CME02,3WIRE600VC ,8.26
366911,ZD3210P8082,METER FOCUS A3TL FM 9S (8S) CL20 120-480 CITY OF GTOWN,CIT05,3METER     ,0
360279,U7040-RL-TG,SOCKET METER 200A 4T OH/UG SMALL HUB OPENING & TRIPLEX GROUND,MIL07,3SOCKETS   ,47.93
360168,CA2200,BREAKER CIRCUIT 200A 2 POLE 240 VAC (CUTLER-HAMMER),CIT05,3SOCKETS   ,0
360054,WAKE FOREST 1000FT NRR,4/0 AWG AL QUAD 4/0-4/0-4/0-2/0 URD 1000FT 50X32X24 NRR,CME02,3WIREUDSEC ,2.81
360805,1000 14.4-480/277 3PH PAD,PAD 1000 KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,22104.53
360030,273DRG,CAP INSULATED PROTECTIVE 25KV W/ GROUND LEAD [NEW PN: 273DRG(3)],THO05,3MLDRUBBER ,39.3
360481,25 14.4-120/240 2B,CONV 25 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,966.48
,1000 25KV AL 1C EPR 1/3N 2500,1000MCM 25KV AL STR EPR 260MIL 1/3N 2500FT MASTER REEL,CME02,3WIREMV    ,12.79
360100,CSW6500SLC,"CONNECTOR TRAN STUD 1""STUD 6-OUT #6-500MCM W/BOOT",THO05,3CONNURDSE ,22.4
360014,DELGADO 1000FT NRR,4 AWG AL DUPLEX FULL NEU URD 1000FT NRR,CME02,3WIREUDSEC ,0.44
361993,E997R,BELL END 6 INCH PVC,UTI07,3CONDUFITT ,16237.04
360364,B2218-B4,DEADEND 3-5/8 X 9-1/2 X 10',CIT05,3XARMWOOD  ,0
361996,ELBOW PVC 6X90X48R,ELBOW PVC 6IN 90 DEGREE 48IN RADIUS BELLED END (873695),ATK01,3CONDUFITT ,93.93
360087,25 DV-120/240 1B,CONV 25 KVA 14400X7200 120/240 1 BUSHING,GEP01,3TRANOH    ,1189.99
360211,WCY49,CONNECTOR WEJTAP 336 ACSR - #4 ACSR,FCI02,3CONNSHOOT ,14.2
360785,M3C259B,SWITCH DISC 25KV 900A,CIT05,3SWITCH1PH ,0
360922,WH-GRTWN-7,WIRE HARNESS CITY OF GEORGETOWN 360922/A6003012,RIT03,3RELAYCTRL ,0
360302,GL1385A,SPLICE AUTO 795 AAC,ARK05,3CONNAUTO  ,70.76
360403,HCSC502002H,BOLT HEX CAP 1/2 X 2 GALV,ALL15,3FASTENERS ,0.41
362015,ELBOW PVC 1IN 90 DEG,ELBOW PVC 1IN 90 DEGREE STANDARD RADIUS 5.75IN BE (59590),ATK01,3CONDUFITT ,1.33
360362,LINNET 3795LB NRR,336.4 MCM ACSR 26/7 3795LB 60X28X28 NRR (8205' PROX),CME02,3WIREBAREA ,2.36
360779,CREO601W,POLE WOOD 60FT CL 1 CREOSOTE,209,2MFGCREPOL ,17.86
360691,U1N48,SPLICE #4-#8 STR INSULATED,THO05,3CONNCOMP  ,0.75
360228,SUNYYK2.5NB1,"LABEL LETTER-C 2.5IN TALL ""1"" YELLOW ON BLACK HIGHLY REFLECTIVE",ELE01,3SIGNS     ,0
360089,50 DV-120/240 2B ARR TAPS SPD,CONV 50 KVA 14400X7200 120/240 2 BUSHING W/ ARRESTER TAPS SPADES,GEP01,3TRANOH    ,0
360512,SEL-915900311,SLEEVE SECURITY,SCH08,3RELAYCTRL ,0
360423,GS206622W,"GROUND SLEEVE FOR JUNCTION BOX 20""X66""X22""",CIT05,3GRDSLEEVE ,0
360569,PCC810,MOULDING WOOD 8 FT FOR GROUND WIRE (COA),BRO02,3XARMWOOD  ,3.51
362227,C730-242LB,CUTOUT LOADBREAK 27KV 200A HD 125 BIL W/ PG CONN & BRKT 10KAIC,ARK05,3CUTOUTPRC ,0
360900,AL9CU,LUG SET SCREW #4-600 1H,ILS02,3CONNCOMP  ,26.48
360296,ZUZARA 1000FT NRR,4/0 AWG AL TRIPLEX ACSR NEU 1000FT 42FX25WX14T NRR,CME02,3WIREOHSEC ,2.2
360263,51025,FUSE FIT ALL TYPE T 25A,COO02,3FUSE      ,4.38
360124,CREO502W,POLE WOOD 50FT CL 2 CREOSOTE,209,2MFGCREPOL ,13.69
360377,POLE ANTIQUE GREEN 10FT,POLE ANTIQUE GREEN 10FT CAST ALUMINUM 17IN BASE NORTH YORKSHIRE,CIT05,3POLELGHT  ,0
360113,58L114WC60,CAPACITOR 200KVAR 14400V 2 BUSH 125KV BIL,GEG02,3CAPACITOR ,565.43
360633,WESLEYAN 1000FT NRR,350 MCM AL TRIPLEX 350-350-4/0 URD 1000FT 50X32X24 NRR,CME02,3WIREUDSEC ,3.86
360246,CSG27-100A-125-CB-8KA,CUTOUT 27KV 100A POLYMER 125 BIL W/ PG CONN & BRKT 8KAIC,ALU01,3CUTOUTPOL ,101.24
363050,5 DV-120/240 1B,CONV 5 KVA 14400X7200 120/240 1 BUSHING,GEP01,3TRANOH    ,777.25
360571,SSU-4-30,FOAM POLECRETE 30LB/ 5-6 CUBIC FT PU 75PSI 3 GALLON KIT 48/PALLET,GRA17,3FOAM      ,113.62
360320,ARP00035,TERMINAL 5TH PLUG IN,DUR03,3SOCKETS   ,5.19
360645,CR-6,RACK CAPACITOR  6 UNIT INLINE,ALU01,3BRACKET   ,206.32
364001,FI-3CS04NCM-F,FAULT INDICATOR URD 4HR RESET UNIVERSAL CLAMP,SMA02,3FAULTIND  ,141.98
360698,U1N26,SPLICE #2-#6 INSULATED,THO05,3CONNCOMP  ,0.6
360424,SLIPPERY ROCK 1000FT NRR,350 MCM AL QUAD 350-350-350-4/0 URD 1000FT 60X28X28 NRR,CME02,3WIREUDSEC ,3.56
366920,110-702,METER 2S CL200 240V FOCUS AL REFURBISHED,TEX143,3METER     ,20.99
362226,9U04BEB001,INSERT FEED-THRU 25KV,3-May,3MLDRUBBER ,186.05
360215,BARE CU 6 SOL SD 25LB SPL,6 AWG BARE SD CU SOLID 25LB SPOOL (315FT),SER02,3WIREBAREC ,7.57
360293,508754,SCREW LAG SQUARE HEAD 1/2 X 4 FETTER DRIVE DRIVE PO,POW06,3BOLTWSHR  ,0.63
362022,215-SB,STAND PARKING 15KV,ELE05,3MLDRUBBER ,72.01
360024,262LR-C5240,ELBOW LOADBREAK 25KV 1/0 0.80 -1.06 W/ TEST PT,THO05,3MLDRUBBER ,51.65
360478,U1080SYB-120-9,"LABEL LETTER-1IN TALL '9""  YELLOW ON BLACK SHEET",UTI05,3SIGNS     ,0
360218,XARM 10FT TYPE 5,XARM 10 TYPE 5   3-3/4 X 4-3/4,BRO02,3XARMWOOD  ,102.14
362090,YGHC34C34,C-TAP 300-500 RUN 300-500 TAP,FCI02,3CONNCOMP  ,20.7
360177,W401,CLAMP WEDGE 2/0-4/0 ALUM BAIL,THO05,3CONNCOMP  ,2.96
360813,2500 14.4-480/277 3PH PAD PEC,PAD 2500 KVA 14400 480/277 3PH TAPS +/- 2.5% PEC SPEC,ERM02,3TRANURD3P ,69035.8
360639,ELBOW PVC 2X90X24R,ELBOW PVC 2IN 90 DEGREE 24IN RADIUS BELLED END (862295),ATK01,3CONDUFITT ,10.68
360553,F3CA-MV-A3618-C4-H,STANDOFF FG 3PH 36IN OAL 18IN MIDDLE 15 DEG 3 POS 4 HOLE 1.5IN ROD W/HDWR,ALU01,3FIBBRKTS  ,89.99
360444,U1080SYB-120-4,"LABEL LETTER-1IN TALL '4""  YELLOW ON BLACK SHEET",UTI05,3SIGNS     ,0
361994,MIGB600L25AC,BUSHING GROUNDING 6IN #6 - 250,ELL02,3CONDUFITT ,85.33
362093,50C150HCSS,BOLT HEX CAP 1/2 X 1-1/2 STAINLESS STEEL,ALL15,3FASTENERS ,0.7
360693,ES2W4W,SLEEVE #4 - #6 INSULATED AL/CU,FCI02,3CONNCOMP  ,0.42
360164,AF1300,CLEVIS FIXED FOR SPOOL INSULATOR,ALU01,3CLEVIS    ,5.95
360712,2201024,GRIP CABLE SUPPORT DIA RANGE 3.50-3.99 4900LB RATED SINGLE EYE,CIT05,3GRIPS     ,0
360485,100 14.4-120/240 2B,CONV 100 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,2150.62
361000,CI-1/0,SPLICE COMPRESSION 1/0 STR FOR MOLDED RUBBER SPLICES,3M002,3CONNCOMP  ,0
360465,INS-25-PK-2,INSULATOR PIN VISE TOP 25KV ANSI 56-1 1-3/8IN,ALU01,3INSULPOLY ,15.52
362154,RISER 2 STR CU 500FT NRR,2 AWG CU 7 STR XLP RISER 500FT NRR,SER02,3WIRERISER ,3.06
360488,P8011982P,PIPE CONTROL 85 INCH LG,ARK05,3SWITCH3PH ,0
360032,625BTL33J,T-BODY KIT 25KV 600A W/ TEST POINT W SK,CIT05,3MLDRUBBER ,0
360778,CREO551W,POLE WOOD 55FT CL 1 CREOSOTE,209,2MFGCREPOL ,14.01
360742,TD250-84,"ANCHOR SINGLE HELIX 8"" TOUGH ONE/TURBO/EXTREME 3/4 OR 1IN ROD 2-1/2 SD",MAC10,3ANCHOR    ,59.11
361001,25PCJ1H1240,SPLICE 25KV 1/0 W/ CONNECTOR  0.85-1.05 ID,THO05,3TERMINATO ,37.83
366910,ZDC210P8082,METER FOCUS A3TL FM 4S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,0
360252,31020,FUSE FIT ALL TYPE K 20A,COO02,3FUSE      ,4.74
360459,STK3,"STRAP KIT 3""",ALU01,3BRACKET   ,5.6
360704,GPRT-500-4P-C,CONNECTOR SUBMERSIBLE 12-500MCM 4 PORT  WATER TIGHT EPDM CLR BACK,TYC02,3CONNURDSE ,0
360568,10 DV-277/480 2B,CONV 10 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,942.42
360057,PS20-186-10-4FA,SWITCHGEAR PADMOUNT 25KV 125BIL 200AMP CONTINUOUS,GWE02,3SWITCHURD ,11934.57
360096,75 DV-277/480 2B ARR SPD,CONV 75 KVA 14400X7200 277/480 2 BUSHING W/ 18KV ARRESTER & 4H SPADES,GEP01,3TRANOH-A  ,1683.77
360842,75 14.4-240/120 PAD T1,PAD 75 KVA 14400 240/120 1PH TYPE 1,GEP01,3TRANURD1P ,2209.88
360697,U1N24,SPLICE #2-#4 INSULATED,THO05,3CONNCOMP  ,0.7
360211,602013,SHOOT ON TAP 336.4 - 4,TYC02,3CONNSHOOT ,15.36
360582,"TAG DECAL PHASE ID A/B/C 1.5""","TAG DECAL PHASE ID A/B/C 1.5""",CIT05,3SIGNS     ,0
360572,1488911209,LUBRICANT AEROSOL 14OZ GENERAL GEL,MOM02,3LUBRICANT ,0
360386,BARE CU 2 7STR SD 25LB SPL,2 AWG BARE SD CU 7 STR 25LB SPOOL (125FT),SER02,3WIREBAREC ,7.87
360933,PG3672BA36A,PULL BOX 36INX72INX36IN NO BOTTOM,3-May,3HANDHOLE  ,0
360895,CC24,C-TAP #2 SOL - 2 STR RUN 8 SOL - #4 STR CU TAP,THO05,3CONNCOMP  ,1.2
360059,PVI43-386-12-11,INSULATED DEADFRONT PDMNT 3 WAY 1 LOAD SWITCH 27KV 125KV BIL SF6,RYA03,3SWITCHURD ,53286.42
360623,360623,STREETLIGHT ARM DOUBLE 8' GALV,CIT05,3LGHTARM   ,0
360441,U1080SYB-120-1,"LABEL LETTER-1IN TALL '1""  YELLOW ON BLACK SHEET",UTI05,3SIGNS     ,0
360497,PS1.2-C,"LABEL LETTER-FOR 2"" RY  'B""  BLACK ON YELLOW SHEET",ALM02,3SIGNS     ,0
364102,UTJ-1305,TIE DISTRIBUTION J NECK 1/0 .358 - .405 33IN YELLOW,PRE12,3FMDWIRE   ,6.07
360283,6502,EYENUT FORGED OVAL FOR 5/8 BOLT,POW06,3BOLTWSHR  ,1.23
360102,75 DV-240/480 2B TAPS SPD,CONV 75 KVA 14400X7200 240/480 2 BUSHING W/ TAPS SPADES,GEP01,3TRANOH    ,0
361020,8822,BOLT MACHINE GALV 5/8 X 22,ALU01,3BOLTWSHR  ,5.1
360142,8870,BOLT DOUBLE ARMING GALV 5/8 X 20,MAC10,3BOLTWSHR  ,3.77
360039,273ESA-18,ARRESTER ELBOW 18KV (25KV INTERFACE),THO05,3ARRESTURD ,155.53
360037,CSTO-282J-CP2-6,TERMINATOR COLD SHRINK 1/0 15/25 KV,TYC02,3TERMINATO ,65.86
361981,FL11,"TAPE FLAGGING RED 1-3/16"" X 300' ROLL",CAR05,3TAPE      ,3.35
364103,WTJ0400,TIE WRAPLOCK J NECK #4 .248 - .259 21IN ORANGE,PRE12,3FMDWIRE   ,7.04
360113,2GUA144200G250,CAPACITOR 200KVAR 14400V 2 BUSH 125KV BIL,ABB07,3CAPACITOR ,602.94
360464,225 14.4-208/120 3PH PAD,PAD 225 KVA 14400 208/120 3PH,GEP01,3TRANURD3P ,9604.95
360152,8914,BOLT MACHINE GALV 3/4 X 14,ALU01,3BOLTWSHR  ,3.68
360691,ES2W8W,SPLICE #4-#8 INSULATED,FCI02,3CONNCOMP  ,0.26
360191,WR419,H-TAP 3/0-4/0 RUN AND TAP,THO05,3CONNCOMP  ,0.96
360894,CC22,C-TAP #2 STR - #2 STR CU RUN & TAP,THO05,3CONNCOMP  ,1.27
360475,4450100,TANGENT FOR  AFL AE144AZO621BB6 (144 ADSS),PRE12,3FIBERMISC ,20.59
360131,5358,ROD ANCHOR 3/4 X 8 TWINEYE,ARK05,3ANCHORROD ,28.88
360699,ICS77-1,SLEEVE 1/0-#2 INSULATED AL/CU,CIT05,3CONNCOMP  ,0.29
360067,75 DV-208/120 3PH PAD,PAD 75 KVA 14400X7200 208/120 3PH,ERM02,3TRANURD3P ,8910.69
362088,J2841Z,ADAPTER TRANSFORMER 5/8 BOLT TO 1-3/8IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,9.98
362107,14 CU SOL THHN BLK 500FT,14 AWG CU SOL THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,0.15
361012,35-WHITE-3/4X66FT,TAPE CODING/PHASING WHITE 3/4 X 66FT,3M002,3TAPE      ,4.88
360338,TIE WIRE #6 ALUM,TIE WIRE #6 ALUM 25# BOX COIL (1033FT/25#),NEH02,3WIRETIE   ,3.62
360711,2201021,GRIP CABLE SUPPORT DIA RANGE 2.00-2.49,CIT05,3GRIPS     ,0
360246,CP710-211PB,CUTOUT 27KV 100A POLYMER 125 BIL W/ PG CONN & BRKT 8KAIC,CIT05,3CUTOUTPOL ,104.1
360500,U200SO8U-ZN,ARM STREETLIGHT UPSWEPT GALV,CIT05,3LGHTARM   ,0
362115,Oct-90,"RING METER STEEL W/ ADJUSTMENT SCREW ""HANDI-RINGS""",EJB02,3SOCKETS   ,7.58
362007,ELBOW PVC 2X45X24R,ELBOW PVC 2IN 45 DEGREE 24IN RADIUS BELLED END (868000),ATK01,3CONDUFITT ,9.43
360426,15 DV-120/240 1B SPD,CONV 15 KVA 14400X7200 120/240 1 BUSHING W/ 2H SPADES,GEP01,3TRANOH    ,1062.96
360722,PE-6UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 6IN X 10FT,ELE15,3UGUARD    ,58.02
360499,AR124FFLPT,SWITCH AIRBREAK VERTICLE MOUNT HORIZ SWING AUTO READY,CIT05,3SWITCH3PH ,0
361021,PAK792C,COLLAPSIBLE CONTAINER 6' X 8' 359 GAL SUMP CAPACITY,NEW17,3SAFETY    ,0
362065,1402-XR,MARKER  BALL RED 4 IN,3M002,3SAFETY    ,13.32
360642,C11242NG4VP-ZN,"FOUNDATION AUGER STYLE FOR STREETLIGHT 11""-17"" BOLT CIRCLE",CIT05,3LGHTARM   ,0
360436,PMXFORMER,"TAG DECAL PAD XFMR NUMBER ID 6"" X 2"" SERIALIZED REFLECTIVE LABEL BLACK ON WHITE",CIT05,3SIGNS     ,0
364074,ARP00002,HUB METER SOCKET SMALL CLOSING PLATE,ARK05,3SOCKETS   ,3.59
360275,UC7460-WL,SOCKET METER 20A 8 TERMINAL RINGLESS W/ TS PROV,MIL07,3SOCKETS   ,0
360039,225ELA18,ARRESTER ELBOW 18KV (25KV INTERFACE),BOD02,3ARRESTURD ,178.05
361016,TFS-065 HD,"SACK TRANSFORMER 36"" X 72"" BLUE",AND06,3SAFETY    ,0
360675,167 14.4-240/120 PAD,PAD 167 KVA 14400 240/120 1PH,GEP01,3TRANURD1P ,6762.76
360482,37.5 14.4-120/240 2B,CONV 37.5 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,1378.04
360788,WCY61,CONNECTOR WEJTAP 556.5-336.4 TO 556.5-266.8,FCI02,3CONNSHOOT ,20.01
360752,DA400096E2B7X2,DEADEND FG 8FT 4 X 6 17K/PH 2 WIRE PUPI 8FT DRILL GRAY,GEO08,3FIBARMDE  ,304.32
360696,U1N22,SPLICE #2-#2 INSULATED,THO05,3CONNCOMP  ,0.59
361032,8880,BOLT DOUBLE ARMING GALV 5/8 X 34,ALU01,3BOLTWSHR  ,14.93
360428,SUNYYK2.5NB6,"LABEL LETTER-C 2.5IN TALL ""6 OR 9"" YELLOW ON BLACK HIGHLY REFLECTIVE",ELE01,3SIGNS     ,0
360149,8820,BOLT MACHINE GALV 5/8 X 20,MAC10,3BOLTWSHR  ,4.15
,DA3000120E4B9X2,DEADEND FG 10FT 3-5/8 X 4-5/8 10K/PH 4 WIRE PUPI 10FT DRILL GRAY,GEO08,3FIBARMDE  ,337.74
360539,BAD2PLK-86,BOLT-A-BAND FOR STEEL POLES,BAR04,3BRACKET   ,0
360036,83-50C137P145,TERMINATION KIT 25KVA 500MCM AL,GWE02,3TERMINATO ,0
362056,S288RLN,SPACER INTERMEDIATE 6IN X 3IN,CAR07,3CONDUFITT ,1.81
360496,PS1.2-B,"LABEL LETTER-FOR 2"" RY  'B""  BLACK ON YELLOW SHEET",ALM02,3SIGNS     ,0
360361,RAVEN 885LB NRR,1/0 AWG ACSR 6/1 885LB 36X22X18 NRR (6095FT PROX),CME02,3WIREBAREA ,3.14
360162,1/2/2348,BOLT SINGLE UPSET 5/8 X 14,ALU01,3BOLTWSHR  ,6.2
360048,WOFFORD 500QUAD 500FTNRR,500 MCM AL QUAD 500-500-500-350 URD 500FT NRR,HOU03,3WIREUDSEC ,6.62
360420,Y619974,DECAL URD TAG KIT RED 2X2.5 (PACK 25),ELE01,3SIGNS     ,0
360321,PMS-360321-ZN,PRIMARY METER SET 15KV 50:1 VT,CIT05,3MTRSET    ,0
360770,17548,"LABEL REFLECTIVE 10""X10"" WARNING BILINGUAL CITY OF GEORGETOWN",ALM02,3SIGNS     ,0
360328,75 DV-240/120 PAD T1,PAD 75 KVA 14400X7200 240/120 1PH TYPE I,GEP01,3TRANURD1P ,3213.43
362104,12 CU SOL THHN RED 500FT NRR,12 AWG CU SOLID THHN RED 600V 500FT NRR,CME02,3WIRE600VC ,0.18
360845,TR61,SPLICE NEUTRAL #6 SEMI-TENSION,THO05,3CONNCOMP  ,1.39
361002,25PCJ1J1270,SPLICE 25KV 4/0  W/ CONNECTOR 0.98 - 1.18 ID,THO05,3TERMINATO ,41.48
360210,WCY84,CONNECTOR WEJTAP 556.5-1000 TO 6-1/0,FCI02,3CONNSHOOT ,32.68
360689,ES4W6W,SPLICE #6-#8 INSULATED,FCI02,3CONNCOMP  ,1.28
364103,UTJ-1302,TIE DISTRIBUTION J NECK #4 .245 - .277 28IN ORANGE,PRE12,3FMDWIRE   ,4.68
360165,C6M36,"BRACKET TRANSFORMER MTG (3) 3 -50KVA 6"" FROM POLE",209,3BRACKET   ,118.31
360019,228J3B,JUNCTION 28KV 200A 3 POINT WITH BRACKET,CIT05,3MLDRUBBER ,0
360753,DA3020120E4B9X2,DEADEND FG 10FT DBL ARM 3-5/8 X 4-5/8 20K/PH 4 WIRE PUPI 10FT DRILL GRAY,GEO08,3FIBARMDE  ,866.93
360811,84S-ADB1,LIGHT STREET WATERPROOF CONNECTOR KIT (BUCHANAN BRAND),CIT05,3LGHTPART  ,0
360545,AR0118,ARMOR ROD 1/0 .390 - .413  52IN YELLOW (9PC=1EA),PRE12,3FMDWIRE   ,8.26
360188,WR189,H-TAP #3-1/0 RUN #6-#2 TAP,THO05,3CONNCOMP  ,0.65
366900,ZFA3K000000,METER FOCUS R2S FM 1S CL200 120V CITY OF GTOWN,CIT05,3METER     ,0
360488,AR13PX,SWITCH AIRBREAK EXTENSION LINK FOR AR13P,CIT05,3SWITCH3PH ,0
360620,RMA10SR2XXZ,FIXTURE SECURITY LIGHT 100W HPS HEAD ONLY,COO17,3LGHTHID   ,45.07
360692,ES2W6W,INSULINK #4  ACSR-84  AL/CU INS SLEEVE GREEN,ARK05,3CONNCOMP  ,0
,J0893Z,"WIREHOLDER NYLON ALLOY 3"" SCREW",MAC10,3BRACKET   ,4.53
360353,113,WASHER SQUARE CURVED 3 X 3 X 1/4 FOR 5/8 BOLT 11/16H #233,ALL38,3BOLTWSHR  ,1.14
360038,K655LR-J0270,KIT URD T-BODY 600AMP FOR 4/0 MCM 25KV 260MIL COMP,THO05,3MLDRUBBER ,165.94
360629,F1CA-MV-A18-C411,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG 3 POS 4 HOLE  1.5IN ROD,ALU01,3FIBBRKTS  ,46.21
360092,167 DV-120/240 2B TAPS SPD,CONV 167 KVA 14400X7200 120/240 2 BUSHING W/ 4H SPADES,ERM02,3TRANOH    ,3904.94
360222,647Z,PIN XARM GALV 5/8 X 7 X 1-3/8 NYLON CAT#J647Z,MAC10,3PINHDWE   ,16.74
362096,LW-50SSPPM,WASHER LOCK 1/2IN STAINLESS STEEL (100 PACK),ALL15,3FASTENERS ,0.13
360956,9F54LFC050,FUSE BAYONET LOAD SENSING 8A (300011-21),ECI02,3FUSE      ,11.07
360240,70-7YTIE,GUARD GUY HDPE YELLOW 8FT W/ TIE WRAP (750/LIFT),ELE15,3GUYGUARD  ,2.77
361034,R8716,BOLT MACHINE GALV 1/2 X 16,CIT05,3BOLTWSHR  ,0.53
360466,500 14.4-208/120 3PH PAD,"PAD 500 KVA 14400 208/120 3PH ""NO TAPS""",GEP01,3TRANURD3P ,12766.84
360286,J25179Z,PIN POLE TOP OFFSET 1-3/8 (PLASTIC),MAC10,3PINHDWE   ,30.25
360204,602121-0,NOT A VALID PART NUMBER SEE 602121,TYC02,3CONNSHOOT ,29.77
360882,E-MZA00W100,LIGHT STREET BALLAST KIT 100W METAL HALIDE 120/208/240/277V,CIT05,3LGHTPART  ,0
361500,1000 25KV AL 1C EPR 1/3N 1000,1000MCM 25KV AL STR EPR 260MIL 1/3N 1000FT NRR,CME02,3WIREMV    ,12.42
360721,PE-2UG10,U GUARD RISER POLE STANDARD POLYETHYLENE 2IN X 10FT,ELE15,3UGUARD    ,14.5
360476,500 14.4-480/277 3PH PAD,PAD 500KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,10790.12
360145,8810,BOLT MACHINE GALV 5/8 X 10,MAC10,3BOLTWSHR  ,1.49
362050,S2468-XL,SOCKET METER 200A 4T OH/UG CP MB MTG PROVISION,MIL07,3SOCKETS   ,156.72
360150,8816,BOLT MACHINE GALV 5/8 X 16,ALU01,3BOLTWSHR  ,2.08
360491,100 14.4-277/480 2B,CONV 100 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,1987.36
362094,FW50SS,WASHER FLAT 1/2 SS,ALL15,3FASTENERS ,0.1
360799,RK-11-R5-BA,GLOBE OPTICAL ASSEMBLY SERIES 11,ACU03,3LGHTPART  ,16.65
360448,CMW34,LOCKWASHER DOUBLE COIL FOR 3/4 BOLT,CIT05,3BOLTWSHR  ,0
360581,PS1.2-4,"LABEL LETTER-""4""  FOR 2"" RY  BLACK ON YELLOW SHEET",ALM02,3SIGNS     ,0
360300,GL402A,SPLICE AUTO #4 ACSR,ARK05,3CONNAUTO  ,8.88
360905,U34RT,DIE COMPRESSION U-STYLE 12 TON 500MCM CU BROWN (31166),209,3TOOL      ,92.27
360184,SWANATE 600LB NRR,4 AWG ACSR 7/1 600LB 30X22X16 NRR (8955FT/600#),CME02,3WIREBAREA ,3.15
360575,9650/E1X04A/720/10M-ZN11407,SENSOR CURRENT 15KV 720:1,LIN04,3RELAYCTRL ,0
360177,7197,CLAMP WEDGE 1/0-4/0,MAC10,3CONNCOMP  ,3.14
