360001,RISER 2 STR CU 500FT NRR,2 AWG CU 7 STR XLP RISER 500FT NRR,SER02,3WIRERISER ,23,3.03
360422,NERITINA 500FT COIL,1/0 AWG AL TRIPLEX ACSR NEU 500FT COIL,CME02,3WIREOHSEC ,63,1.46
360422,NERITINA 1200FT NRR,1/0 AWG AL TRIPLEX ACSR NEU 1200FT 36X24X17 NRR (504 LBS),CME02,3WIREOHSEC ,279,1.51
360424,SLIPPERY ROCK 1500FT NRR,350 MCM AL QUAD 350-350-350-4/0 URD 1500FT 66X36X36 NRR,CME02,3WIREUDSEC ,260,4.03
360434,8708,BOLT MACHINE GALV 1/2 X 8,POW06,3BOLTWSHR  ,14,1.11
360445,ASO-398-1-N,CLAMP DEAD END SHOE #6 - 2/0 SIDE LOADING,MAC10,3DESHOES   ,77,9.57
360446,ADE2526S,CLAMP DEADEND CLAMP QUADRANT STYLE 336.4 26/7 - 1192.5 45/7 ACSR W/ SOCKET,MAC10,3DESHOES   ,70,97.26
360448,178,LOCKWASHER SPRING DOUBLE COIL HDG FOR 3/4" BOLT "J178",MAC10,3BOLTWSHR  ,42,.48
360455,37.5 14.4-240/120 PAD GT,PAD 37.5 KVA 14400 240/120 1PH,ERM02,3TRANURD1P ,365,2109.69
360457,75 14.4-240/120 PAD GT,PAD 75 KVA 14400 240/120 1PH,ERM02,3TRANURD1P ,365,2705.77
360458,STK2A,STRAP KIT 2",ALU01,3BRACKET   ,66,4.41
360459,CSTK3,STRAP KIT 3IN,TEC05,3BRACKET   ,14,5.49
360460,F4242-32CL1224,PAD FLAT POLYMER CONCRETE 42 X 42 X 3 W/ 12 X 24 OPENING W/ TIE DOWN & 1 LIFT PROV,DIV02,3XFRMRPAD  ,8,148.67
360461,STK4A,STRAP KIT 4IN,ALU01,3BRACKET   ,70,4.76
360462,112.5 14.4-208/120 3PH PAD,PAD 112.5 KVA 14400 208/120 3PH W/TAPS,GEP01,3TRANURD3P ,63,8374.04
360462,STK-6A,STRAP KIT 6IN,ALU01,3BRACKET   ,70,8.06
360465,INS-25-PK-2,INSULATOR PIN VISE TOP 25KV ANSI 56-1 1-3/8IN,ALU01,3INSULPOLY ,27,15.46
360466,500 14.4-208/120 3PH PAD,PAD 500 KVA 14400 208/120 3PH "NO TAPS",GEP01,3TRANURD3P ,63,12766.84
360467,2000 14.4-480/277 3PH PAD,PAD 2000 KVA 14400 480/277 3PH,GEP01,3TRANURD3P ,63,41241.15
360468,1000 14.4-208/120 3PH PAD,PAD 1000 KVA 14400 208/120 3PH W/TAPS,GEP01,3TRANURD3P ,63,23560.49
360471,75 14.4-480/277 3PH PAD,PAD 75KVA 14400 480/277 3PH PAD,GEP01,3TRANURD3P ,63,6904.32
360473,150 14.4-480/277 3PH PAD,PAD 150  KVA 14400 480/277 3PH W/TAPS,GEP01,3TRANURD3P ,63,8073.39
360474,225 14.4-480/277 3PH PAD,PAD 225 KVA 14400 480/277 3PH W/TAPS,GEP01,3TRANURD3P ,63,9479.01
360475,300 14.4-480/277 3PH PAD,PAD 300KVA 14400 480/277 3PH,ERM02,3TRANURD3P ,224,9223.90
360476,500 14.4-480/277 3PH PAD,PAD 500KVA 14400 480/277 3PH,ERM02,3TRANURD3P ,14,10790.12
360477,750 14.4-480/277 3PH PAD,PAD 750 KVA 14400 480/277 3PH W/TAPS,ERM02,3TRANURD3P ,224,15073.87
360481,25 14.4-120/240 2B,CONV 25 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,966.48
360482,37.5 14.4-120/240 2B,CONV 37.5 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1323.11
360483,50 14.4-120/240 2B,CONV 50 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1344.53
360484,75 14.4-120/240 2B,CONV 75 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1918.06
360485,100 14.4-120/240 2B,CONV 100 KVA 14400 120/240 2 BUSHING,GEP01,3TRANOH    ,63,2150.62
360487,25 14.4-277/480 2B,CONV 25 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,982.65
360489,50 14.4-277/480 2B,CONV 50 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,990.12
360491,100 14.4-277/480 2B,CONV 100 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,1987.36
360494,750X136464,CURRENT TRANSFORMER 600V 500:5 JAB-0W PAD MTD ENCOMPASS HI TEMP,GEG02,3CTVTPT    ,290,96.90
360506,5102,DEADEND AUTO 3/8 & 14M GUY WIRE,MAC10,3CONNAUTO  ,168,18.18
360517,U2594X,SOCKET METER 320A 7T OH/UG CP W/BYPASS **W/OUT LUGS**,MIL07,3SOCKETS   ,372,349.48
360520,8454,CABLE SEALING KIT 15KV 750-1500MCM 25KV 600-1250MCM 12IN,3M002,3TERMINATO ,14,30.66
360521,1004947A,SOCKET METER 200A 4T UG BLANK SWY,DUR03,3SOCKETS   ,87,63.97
360535,UT-H7233U,SOCKET METER 200A 3PH HCP 7T,DUR03,3SOCKETS   ,365,225.19
360536,15 DV-277/480 2B,CONV 15 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,879.37
360538,BASOCL6-12H,BRACKET CONDUIT STAND-OFF 6IN W/ 12IN H-BAR,BAR04,3BRACKET   ,66,32.09
360540,BASOCL6-24H,BRACKET CONDUIT STAND-OFF 6IN W/ 24IN H-BAR,BAR04,3BRACKET   ,17,27.56
360544,AR0110,ARMOR ROD #4 .244 - .259  40IN ORANGE,PRE12,3FMDWIRE   ,126,4.13
360545,AR0118,ARMOR ROD 1/0 .390 - .413  52IN YELLOW (9pc=1ea),PRE12,3FMDWIRE   ,126,8.22
360547,AR0128,ARMOR ROD 336 18/1 .656 - .679  66IN BROWN,PRE12,3FMDWIRE   ,126,17.59
360548,AR0130,ARMOR ROD 336 26/7 .704 - .740  72IN GREEN,PRE12,3FMDWIRE   ,126,19.83
360553,G3MAA14824ATB,STANDOFF FG 3PH 48IN OAL 24IN MIDDLE 15 DEG 2 POS 3 HOLE 1.5IN ROD,MAC10,3FIBBRKTS  ,364,209.67
360554,TB200009604X2,TANGENT FG 8FT 3-5/8 X 4-5/8 CNTR MNT W/ INSERTS RUS 04 GRAY,GEO08,3FIBARMTAN ,238,144.72
360555,DA3000096E3B7X2,DEADEND FG 8FT 3-5/8 X 4-5/8 13.7K/PH 3 WIRE PUPI 8FT DRILL GRAY,GEO08,3FIBARMDE  ,238,299.64
360567,GCC21-78R,INSULATOR GUY STRAIN 78IN 21K CLEVIS-CLEVIS W/ 1 ROLLER,MAC10,3FIBGUYSTN ,168,24.89
360568,10 DV-277/480 2B,CONV 10 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,942.42
360569,BR100-08-GWM,GROOVE GROUND WIRE MOULDING 8' 7/8" X 1" X 1/2",BRO02,3GRCATHOD  ,63,2.41
360570,J25179,PIN POLE TOP OFFSET 1-3/8 (LEAD),MAC10,3PINHDWE   ,77,16.40
360571,SSU-4-30,FOAM POLECRETE 30LB/ 5-6 CUBIC FT PU 75PSI 3 GALLON KIT 48/PALLET,GRA17,3FOAM      ,14,101.97
360571,BMK-STAB-03-GAL,FOAM POLECRETE 30LB/ 5-6 CUBIC FT PU 75PSI 3 GALLON KIT 42/PALLET,FOA02,3FOAM      ,28,102.23
360602,5 DV-120/240 2B,CONV 5 KVA 14400X7200 120/240 2 BUSHING,GEP01,3TRANOH    ,63,796.48
360604,10 DV-120/240 2B,CONV 10 KVA 14400X7200 120/240 2 BUSHING,GEP01,3TRANOH    ,63,876.55
360611,DS-25M,INSULATOR DEADEND SUSPENSION POLYMER 27KV,MAC10,3INSULDE   ,14,14.87
360611,DS-28M,INSULATOR DEADEND SUSPENSION POLYMER 27KV,MAC10,3INSULDE   ,14,16.74
360620,RMA10SR2XXZ,FIXTURE SECURITY LIGHT 100W HPS HEAD ONLY,COO17,3LGHTHID   ,32,45.07
360621,15 14.4-277/480 2B,CONV 15 KVA 14400 277/480 2 BUSHING,GEP01,3TRANOH    ,63,779.01
360631,167 DV-240/120 PAD T1,PAD 167 KVA 14400X7200 240/120 1PH MAXI,GEP01,3TRANURD1P ,63,4385.49
360632,ELBOW PVC 2X90X36R SCH40 BE,ELBOW PVC 2IN 90 DEGREE 36IN RADIUS LONGER BELL END SCH40 (922270),ATK01,3CONDUFITT ,98,12.25
360633,WESLEYAN 1000FT NRR,350 MCM AL TRIPLEX 350-350-4/0 URD 1000FT 50X32X24 NRR,CME02,3WIREUDSEC ,63,3.64
360634,RIDER 1000FT NRR,500 MCM AL TRIPLEX 500-500-350 URD 1000FT 66X32 NRR,CME02,3WIREUDSEC ,112,5.04
360635,ELBOW PVC 6X90,ELBOW PVC 6IN 90 DEGREE 30IN STD RADIUS PLAIN END (59599),ATK01,3CONDUFITT ,98,50.47
360677,300 14.4-208/120 3PH PAD PEC,PAD 300 KVA 14400 208/120 3PH,ERM02,3TRANURD3P ,232,12700.00
360686,500 14.4-480/277 3PH PAD PEC,PAD 500KVA 14400 480/277 3PH PEC SPEC,GEP01,3TRANURD3P ,112,17420.64
360705,PED6-500SSP (GT),CONNECTOR SUBMERSIBLE 10-500MCM 6 PORT W/ INHIBITOR,UTI11,3CONNURDSE ,23,28.39
360706,U2025W-2H,TAGS CABLE IDENTIFICATION WHITE,UTI05,3SIGNS     ,7,.30
360707,U2025R-2H,TAGS CABLE IDENTIFICATION RED,UTI05,3SIGNS     ,7,.30
360708,U2025B-2H,TAGS CABLE IDENTIFICATION BLUE,UTI05,3SIGNS     ,7,.30
360711,LR2.5-.75,GRIP CONDUIT RISER TYPE 3/4 - 1-1/8 FOR 2-1/2IN CONDUIT,LEW02,3GRIPS     ,17,30.75
360712,SGF-2E-1,GUY SIDEWALK PIPE FITTING 2IN W/ 1 CLAMP 1/4 - 9/16 STRAND,LIN05,3BRACKET   ,29,13.96
360727,CONDUIT PVC 2X20,CONDUIT PVC 2IN X 20FT SCH 40 LONG BELL (8508) 2800'/LIFT,ATK01,3CONDUPIPE ,21,3.03
360729,COUPLING PVC 4,COUPLING PVC 4IN (59610),ATK01,3CONDUFITT ,98,2.85
360737,BRENAU 1000FT NRR,1/0 AWG AL TRIPLEX 1/0-1/0-2 URD 1000FT 40X24X17 NRR,CME02,3WIREUDSEC ,63,1.46
360737,BARE CU 4 SOL SD 25LB SPL,4 AWG BARE SD CU SOLID 25LB SPOOL (200' PROX),SER02,3WIREBAREC ,18,7.65
360744,8712,BOLT MACHINE GALV 1/2 X 12,POW06,3BOLTWSHR  ,14,1.60
360749,G1MDA118DV3,STANDOFF FG 1PH 18IN 15 DEG VERT PIN 1-3/8IN NYLON THREAD 1.5IN ROD,MAC10,3FIBBRKTS  ,266,35.64
360752,DA2002096E2B7X2,DEADEND FG 8FT 3-5/8 X 4-5/8 8K/PH 2 WIRE PUPI 8FT DRILL GRAY NO INSERTS,GEO08,3FIBARMDE  ,238,231.63
360753,DA4000144E4SPX2,DEADEND FG 12FT 4 X 6 12K/PH 4 WIRE S4000,GEO08,3FIBARMDE  ,238,446.17
360757,SGF-2P,GUY SIDEWALK POLE PLATE FOR 2IN PIPE,LIN05,3BRACKET   ,29,10.85
360759,PEP-66-45,PLATE POLE EYE 3/4IN MTG BOLT 21000LB,MAC10,3BRACKET   ,70,9.19
360760,TB300012005X2,TANGENT FG 10FT 3-5/8 X 4-5/8 CNTR MNT W/ INSERTS RUS 05 GRAY,GEO08,3FIBARMTAN ,238,231.79
360813,2500 14.4-480/277 3PH PAD PEC,PAD 2500 KVA 14400 480/277 3PH TAPS +/- 2.5% PEC SPEC,ERM02,3TRANURD3P ,238,48287.65
360841,50 DV-240/120 PAD T1,PAD 50 KVA 14400X7200 240/120 1PH TYPE I,GEP01,3TRANURD1P ,63,2465.30
360842,75 DV-240/120 PAD T1,PAD 75 KVA 14400X7200 240/120 1PH TYPE I,GEP01,3TRANURD1P ,63,3130.45
360876,U5136-0-200S,PEDESTAL METER SINGLE 200A 4T W/200A UQFPH-M-200 MB & 4 CIR LC,MIL07,3SOCKETS   ,372,476.65
360885,AHD-18D-2GD-1X1-1D-B,ARRESTER 18KV HD POLYMER TANK MOUNT W/ CAP/ MTG HDWR & GRD STRAP,ALU01,3ARRESTDIS ,42,73.90
360885,ARP-18D-2GB-1X1-1X,ARRESTER 18KV RISER POLYMER HANGER BRACKET W/ CAP PEC SPECIAL,ALU01,3ARRESTDIS ,77,65.26
360894,CC22,C-TAP #2 STR - #2 STR CU RUN & TAP,THO05,3CONNCOMP  ,14,1.27
360896,CC4040,C-TAP 3/0 Sol - 4/0 Str CU Run & Tap,THO05,3CONNCOMP  ,36,4.22
360900,BBLU050D,LUG COMPRESSION 500 2H CU,PEN04,3CONNCOMP  ,14,8.97
360901,AL4/0NTN,LUG COMPRESSION 4/0 2H AL/ CU TIN PLATED,THO05,3CONNCOMP  ,42,5.89
360903,AL800NTN,LUG COMPRESSION 800MCM 2H AL/CU TIN PLATED,THO05,3CONNCOMP  ,53,12.78
360905,HDL500NTN,LUG COMPRESSION 500 2H CU HEAVY DUTY TIN PLATED,THO05,3CONNCOMP  ,147,33.07
360906,SA300N,LUG COMPRESSION 300MCM 2H AL/CU,THO05,3CONNCOMP  ,91,5.57
360914,J2841,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1-3/8IN LEAD THREAD 5IN LENGTH,MAC10,3PINHDWE   ,24,10.04
360921,A6004812-2,VT PACK FOR 480V RATIO 4:1 3PH CITY OF GEORGETOWN SPEC,TST02,3CTVTPT    ,21,.00
360922,A6003012,VT PACK FOR 480/277 4 WIRE WYE 2.5:1 12.5VA,TWO03,3CTVTPT    ,42,574.07
360950,9F54LFC030,FUSE BAYONET LOAD SENSING 3A (300011-20),ECI02,3FUSE      ,21,10.92
360952,9F54LFC080,FUSE BAYONET LOAD SENSING 15A (300011-22),ECI02,3FUSE      ,20,11.35
360953,9F54LFC100,FUSE BAYONET LOAD SENSING 25A (300011-23),ECI02,3FUSE      ,21,11.62
360954,9F54LFC120,FUSE BAYONET LOAD SENSING 50A (300011-24),ECI02,3FUSE      ,22,11.54
360955,9F54MFC140,FUSE BAYONET FAULT/CURRENT SENSING 65A C14 (300010-24),ECI02,3FUSE      ,17,12.21
360956,9F54LFC050,FUSE BAYONET LOAD SENSING 8A (300011-21),ECI02,3FUSE      ,20,11.02
360958,UB214,H-TAP #2-#6 STR RUN #8-#14 TAP (STREETLIGHT),THO05,3CONNCOMP  ,17,.38
360960,FNM-10,FUSE 10A 250V MIDGET TIME DELAY BUSSMAN,ARK05,3FUSE      ,14,6.67
360961,FNM-15,FUSE 15A 250V MIDGET TIME DELAY BUSSMAN,COO02,3FUSE      ,35,4.60
361001,25PCJ1H1240,SPLICE 25KV 1/0 W/ CONNECTOR  0.85-1.05 ID,THO05,3TERMINATO ,126,37.83
361002,25PCJ1J1270,SPLICE 25KV 4/0  W/ CONNECTOR 0.98 - 1.18 ID,THO05,3TERMINATO ,182,41.48
361008,88 SUPER 1-1/2X 44FT,TAPE ELECTRICAL 1-1/2IN X 44FT 8.5MIL,3M002,3TAPE      ,14,7.92
361010,WP2500P,TAPE PULL 2500LB (EA 1 = 3000FT REEL) W/PRINTED SEQUENTIAL FOOTAGE,NEP02,3TOOL      ,17,132.65
361011,35-RED-3/4X66FT,TAPE CODING/PHASING RED 3/4 X 66FT,3M002,3TAPE      ,10,4.83
361012,35-WHITE-3/4X66FT,TAPE CODING/PHASING WHITE 3/4 X 66FT,3M002,3TAPE      ,14,4.74
361013,35-BLUE-3/4X66FT,TAPE CODING/PHASING BLUE 3/4 X 66FT,3M002,3TAPE      ,29,4.89
361016,TFS-065 HD,SACK TRANSFORMER 36" X 72" BLUE,AND06,3SAFETY    ,14,.00
361016,TFS-055 HD,SACK TRANSFORMER 25" X 56" RED,AND06,3SAFETY    ,42,53.57
361018,TFS-085-HD,SACK TRANSFORMER 46X36X30 FOR PDMT,AND06,3SAFETY    ,14,178.25
361020,8822,BOLT MACHINE GALV 5/8 X 22,ALU01,3BOLTWSHR  ,168,5.06
361023,8877,BOLT DOUBLE ARMING GALV 5/8 X 28,POW06,3BOLTWSHR  ,14,3.85
361199,4733R10-E-D2G,SWITCH DISCONNECT 25KV 900A LOADBUSTER,SCE03,3SWITCH1PH ,62,474.07
361210,5458A-1000-AL,SPLICE 25KV 1000MCM,3M002,3TERMINATO ,24,425.32
361211,7655-S-4,TERMINATOR COLD SHRINK 500-1000MCM 15KV 250-800MCM 25KV,3M002,3TERMINATO ,14,179.26
361212,K656CETP-P0410-DRG,KIT URD T-BODY 25KV 600A 200A 1000MCM TAP AND CAP,THO05,3MLDRUBBER ,67,390.10
361600,1.5 DV-120/240 2B,CONV 1.5 KVA 14400X7200 120/240 2 BUSHING,ERM02,3TRANOH    ,14,635.80
361601,3 DV-120/240 2B,CONV 3 KVA 14400X7200 120/240 2 BUSHING W/TAPS,GEP01,3TRANOH    ,63,793.83
361750,8920,BOLT MACHINE GALV 3/4 X 20,MAC10,3BOLTWSHR  ,49,3.77
361755,EZMS10279,TIE SPOOL EZ WRAP 795 .969-1.096 38IN GREEN,PRE12,3FMDWIRE   ,126,16.77
361765,DA3020144E4SPX2,DEADEND FG 12FT DBL ARM 3-5/8 X 4-5/8 15K/PH 4 WIRE STD DRILL GRAY,GEO08,3FIBARMDE  ,238,916.80
361980,0775504,TIE ZIP 7.6IN 50LB RATED BLACK (100/PACK),FAS04,3FASTENERS ,14,.18
361980,0775464,TIE ZIP 7.6IN 50LB RATED BLACK (100/PACK),FAS04,3FASTENERS ,42,.26
361997,ELBOW STL 4X90X36R,ELBOW RIGID 4IN 90 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,14,182.54
361998,ELBOW PVC 4X90X24R,ELBOW PVC 4IN 90 DEGREE 24IN RADIUS BELLED END (864957),ATK01,3CONDUFITT ,98,25.22
361999,COUPLING PVC 6 LG,COUPLING PVC 6IN LONG LINE W/ CENTER STOP (925116),ATK01,3CONDUFITT ,98,19.89
362000,CONDUIT STL 2,CONDUIT GALV RIGID 2IN X 10FT (2100LB PER LIFT),ATK01,3CONDUPIPE ,147,12.04
362002,ELBOW PVC 4X90X36R,ELBOW PVC 4IN 90 DEGREE 36IN RADIUS BELLED END (862293),ATK01,3CONDUFITT ,98,30.74
362005,ELBOW PVC 3X90X36R,ELBOW PVC 3IN 90 DEGREE 36IN RADIUS BELLED END (865576),ATK01,3CONDUFITT ,98,22.41
362006,ELBOW PVC 3X90X24R,ELBOW PVC 3IN 90 DEGREE 24IN RADIUS BELLED END (865575),ATK01,3CONDUFITT ,98,18.79
362007,ELBOW PVC 2X45X24R,ELBOW PVC 2IN 45 DEGREE 24IN RADIUS BELLED END (868000),ATK01,3CONDUFITT ,98,9.43
362009,CONDUIT PVC 1X10,CONDUIT PVC 1IN X 10FT SCH 40 STD BELL (8104),ATK01,3CONDUPIPE ,21,1.50
362013,CONDUIT PVC 3X20,CONDUIT PVC 3IN X 20FT SCH 40 LONG BELL (8512) (1760'/LIFT),ATK01,3CONDUPIPE ,42,5.85
362015,ELBOW PVC 1IN 90 DEG,ELBOW PVC 1IN 90 DEGREE STANDARD RADIUS 5.75IN BE (59590),ATK01,3CONDUFITT ,98,1.34
362017,ELBOW PVC 4X45X48 DB/EB,ELBOW PVC 4IN 45 DEGREE 48IN RADIUS BELLED END DB/EB (924648),WES08,3CONDUFITT ,14,12.39
362028,ELBOW PVC 6"X22.5X36R BE,ELBOW PVC 6IN 22.5 DEGREE 36IN RADIUS BELLED END (882795),ATK01,3CONDUFITT ,98,44.04
362036,8743P,SCREW LAG SQUARE HEAD 3/8 X 3 FETTER DRIVE PILOT POINT,ALU01,3BOLTWSHR  ,168,.50
362039,SPACER INTERMEDIATE 2 INCH,SPACER INTERMEDIATE FOR 2IN CONDUIT W/2IN SEPARATION (1521),ATK01,3CONDUFITT ,98,1.13
362041,SPACER INTERMEDIATE 3 INCH,SPACER INTERMEDIATE FOR 3IN CONDUIT W/2IN SEPARATION (1581),ATK01,3CONDUFITT ,98,.94
362042,CR36B,RACK CABLE UNDERGROUND 36IN STANCHION,UND02,3BRACKET   ,14,63.66
362045,RA20,ARM RACK 20" HVY DTY NON-METALLIC FOR CR36B STANCHION,UND02,3BRACKET   ,14,63.44
362046,HDL LOCKING CLIP,CLIP LOCKING FOR CABLE RACK,UND02,3BRACKET   ,28,1.73
362047,ELBOW PVC 4X45X24R,ELBOW PVC 4IN 45 DEGREE 24IN RADIUS BELLED END (864375),ATK01,3CONDUFITT ,98,12.12
362055,SPACER CONDUIT BASE 4 INCH,SPACER BASE FOR 4IN CONDUIT W/2IN SEPARATION (1251),ATK01,3CONDUFITT ,98,.85
362057,J2840Z,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,35,9.10
362057,J2840,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1IN LEAD THREAD 5IN LENGTH,MAC10,3PINHDWE   ,21,8.16
362065,1402-XR,MARKER  BALL RED 4 IN,3M002,3SAFETY    ,14,13.32
362066,CDT3078,H-TAP CU 2/0 STR TO 2/0 STR,PEN04,3CONNCOMP  ,32,4.24
362080,LR3-1.62,GRIP CONDUIT RISER TYPE 1-5/8 - 2-1/2 FOR 3IN CONDUIT,LEW02,3GRIPS     ,14,41.34
362081,LR4-2.50,GRIP CONDUIT RISER TYPE 2-1/2 - 3-1/2 FOR 4IN CONDUUIT,LEW02,3GRIPS     ,21,48.10
362088,J2841Z,ADAPTER TRANSFORMER 5/8 BOLT TO 1-3/8IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,252,9.98
362093,50C150HCSS,BOLT HEX CAP 1/2 X 1-1/2 STAINLESS STEEL,ALL15,3FASTENERS ,14,.70
362094,FW50SS,WASHER FLAT 1/2 SS,ALL15,3FASTENERS ,14,.10
362096,LW-50SSPPM,WASHER LOCK 1/2IN STAINLESS STEEL (100 PACK),ALL15,3FASTENERS ,14,.11
362097,RL-12,ANCHOR DROP-IN 1/2-13 X 2IN NO FLANGE (50 COUNT),GRA02,3FASTENERS ,7,.85
362133,GPL56,CLAMP GROUNDING #8 SOL - #4 STR FOR 4IN PIPE,PEN04,3CONNMECH  ,70,59.27
362135,PLUG PVC CONDUIT 2,PLUG PVC 2IN CONDUIT W/ PULL TAB (59651),ATK01,3CONDUFITT ,98,1.64
362137,PLUG PVC CONDUIT 4,PLUG PVC 4IN CONDUIT W/ PULL TAB (59655),ATK01,3CONDUFITT ,98,2.06
362150,1/0 CU STR THHN BLK 500FT NRR,1/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,56,3.28
362155,4/0 CU STR THHN BLK 500FT NRR,4/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,56,6.31
362160,350 CU STR THHN 500FT,350 MCM CU 37STR THHN 600V BLACK 500FT NRR,CME02,3WIRE600VC ,26,8.26
362172,8563,NUT SQUARE GALV 5/8,MAC10,3BOLTWSHR  ,14,.35
362227,CPG27LD-200A-125-CB-10KA,CUTOUT LOADBREAK 27KV 200A HD 125 BIL W/ PG CONN & BRKT 10KAIC,ALU01,3CUTOUTPRC ,42,165.70
362228,KE1079B,GUARD WILDLIFE 27KV CUTOUT LOADBREAK GREY,KAD01,3WILDLIFE  ,35,49.69
362451,02064,CLEANER DEGREASER CABLE NON-CHLOR 20OZ AEROSOL,CRC01,3CLEANER   ,120,25.63
363050,5 DV-120/240 1B,CONV 5 KVA 14400X7200 120/240 1 BUSHING,GEP01,3TRANOH    ,63,752.94
364001,29-6115-0F0,FAULT INDICATOR LOAD TRACKING UNDERGROUND,POW08,3FAULTIND  ,73,167.88
364100,DST-0350,TIE DOUBLE SUPPORT J NECK  #4 .245 - .277 14IN ORANGE,PRE12,3FMDWIRE   ,14,13.66
364101,UTJ-1310,TIE DISTRIBUTION J NECK 336.4 18/1 336.4 & 397.5 19STR .666 - .755 33IN BROWN,PRE12,3FMDWIRE   ,126,7.16
364102,SPL1355P,TIE SPOOL 1/0 .358 - .405 26IN YELLOW,PRE12,3FMDWIRE   ,126,3.02
364103,WTJ0400,TIE WRAPLOCK J NECK #4 .248 - .259 21IN ORANGE,PRE12,3FMDWIRE   ,126,7.04
364108,UTJ-1313,TIE DISTRIBUTION J NECK 795 .969 - 1.096 39IN GREEN,PRE12,3FMDWIRE   ,126,9.05
364110,SPL1352P,TIE SPOOL #4 .245 - .277 19IN ORANGE,PRE12,3FMDWIRE   ,126,2.60
364111,DBST1303 TIE DOUBLE SIDE,TIE DOUBLE SIDE J NECK  1/0 .358 - .405 21IN YELLOW,PRE12,3FMDWIRE   ,126,7.61
364114,DST0361,TIE DOUBLE SUPPORT J NECK  795 .969 - 1.096 23IN GREEN,PRE12,3FMDWIRE   ,126,25.97
364116,SPL1360P,TIE SPOOL 336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,126,4.86
364130,DST0353 TIE DOUBLE SUPT,TIE DOUBLE SUPPORT J NECK  1/0 .358 - .405 15IN YELLOW,PRE12,3FMDWIRE   ,126,15.14
364131,DST0357,TIE DOUBLE SUPPORT J NECK  336 .589  - .665 18IN PURPLE,PRE12,3FMDWIRE   ,126,25.70
380880,ZHP018-2000000-PEC,ARRESTER 18KV HD OFF THE POLE PEC ASSMBLY W/ GH-201D,TEC02,3COMPASM-A ,7,103.93
400010,P9215A2B1HE00200BNNP6S1TNN,SWITCHGEAR PADMOUNT 25KV 150BIL PME9S 120/1PT 200:5 CT,EHV02,3SWITCHURD ,350,24959.26
5-360557,R3CSA-48,BRACKET FOR MOUNTING DISCONNECTS ON 3PH RISER,ALU01,3BRACKET   ,84,411.70
